City_Rank_by_Population(2021),State,State_Abbrieviation,City,Observation_Date,Median_Taxes,Median_Typical_Home_Value,AnnualAverageRate15Year,15yr_Payment_10_Perc_Down,15yr_Payment_20_Perc_Down,AnnualAverageRate30Year,30yr_Payment_10_Perc_Down,30yr_Payment_20_Perc_Down
73,Alaska,AK,Anchorage,1/1/2014,4003,337848.0,3.29,2142.4733204514196,1904.4207292901508,4.17,1481.6020563696031,1316.9796056618693
73,Alaska,AK,Anchorage,1/1/2015,3901,347864.5,3.09,2175.6369324838975,1933.8994955412422,3.85,1467.7356717370465,1304.6539304329303
73,Alaska,AK,Anchorage,1/1/2016,4361,349531.5,2.93,2161.8453534908863,1921.6403142141207,3.65,1439.0687384979308,1279.1722119981607
73,Alaska,AK,Anchorage,1/1/2017,4068,345169.5,3.28,2187.3907940619833,1944.3473724995413,3.99,1481.312397437317,1316.7221310553932
73,Alaska,AK,Anchorage,1/1/2018,4453,348934.0,4.0,2322.920399710867,2064.8181330763264,4.54,1598.670119349984,1421.0401060888746
73,Alaska,AK,Anchorage,1/1/2019,4319,376230.5,3.39,2402.3958545331693,2135.4629818072617,3.94,1604.8730338142589,1426.5538078348968
73,Alaska,AK,Anchorage,1/1/2020,1533,363828.0,2.61,2200.3653806205675,1955.8803383293937,3.11,1400.0238277632548,1244.4656246784486
73,Alaska,AK,Anchorage,1/1/2021,2897,386293.5,2.27,2280.7338610861457,2027.3189876321294,2.96,1458.276593313619,1296.2458607232168
74,North Carolina,NC,Durham,1/1/2011,2308,173763.5,3.68,1131.8591724353691,1006.0970421647726,4.45,787.7514136468814,700.223478797228
74,North Carolina,NC,Durham,1/1/2012,2305,165082.5,2.93,1021.031968699986,907.5839721777653,3.66,680.5049941268041,604.8933281127148
74,North Carolina,NC,Durham,1/1/2013,2350,173155.5,3.11,1084.4658117573028,963.9696104509358,3.98,742.2080059611638,659.7404497432567
74,North Carolina,NC,Durham,1/1/2014,2378,181836.5,3.29,1153.1216699055924,1024.9970399160823,4.17,797.4276370529094,708.8245662692527
74,North Carolina,NC,Durham,1/1/2015,2450,187012.5,3.09,1169.6258222271742,1039.667397535266,3.85,789.0569957863605,701.3839962545427
74,North Carolina,NC,Durham,1/1/2016,2528,199077.0,2.93,1231.287272926489,1094.477575934657,3.65,819.6270929914831,728.5574159924294
74,North Carolina,NC,Durham,1/1/2017,2744,214394.5,3.28,1358.650041783883,1207.688926030118,3.99,920.0848591557915,817.8532081384812
74,North Carolina,NC,Durham,1/1/2018,2652,234040.0,4.0,1558.0490589863164,1384.9324968767257,4.54,1072.2737100215804,953.1321866858493
74,North Carolina,NC,Durham,1/1/2019,2520,252311.5,3.39,1611.1189859701585,1432.1057653068076,3.94,1076.276172376313,956.6899310011671
74,North Carolina,NC,Durham,1/1/2020,356,264304.5,2.61,1598.4654060221555,1420.8581386863605,3.11,1017.0536566318513,904.0476947838678
74,North Carolina,NC,Durham,1/1/2021,504,314496.5,2.27,1856.8337721009518,1650.5189085341792,2.96,1187.239455566963,1055.323960503967
75,New Jersey,NJ,Jersey City,1/1/2011,6530,282310.0,3.68,1838.9084184551361,1634.5852608490097,4.45,1279.843589629877,1137.6387463376684
75,New Jersey,NJ,Jersey City,1/1/2012,6687,272130.0,2.93,1683.1186203402979,1496.1054403024868,3.66,1121.7774388667922,997.1355012149265
75,New Jersey,NJ,Jersey City,1/1/2013,6773,286890.0,3.11,1796.780331754132,1597.1380726703396,3.98,1229.7158035996447,1093.0807143107952
75,New Jersey,NJ,Jersey City,1/1/2014,7476,314745.0,3.29,1995.9649465010361,1774.1910635564766,4.17,1380.2859251262423,1226.9208223344376
75,New Jersey,NJ,Jersey City,1/1/2015,7046,330900.0,3.09,2069.536445825664,1839.5879518450345,3.85,1396.1577964344988,1241.029152386221
75,New Jersey,NJ,Jersey City,1/1/2016,7199,365580.5,2.93,2261.1080982740464,2009.8738651324857,3.65,1505.1446549293632,1337.9063599372118
75,New Jersey,NJ,Jersey City,1/1/2017,7792,408525.0,3.28,2588.884082006585,2301.230295116964,3.99,1753.2057356257724,1558.4050983340198
75,New Jersey,NJ,Jersey City,1/1/2018,7416,459463.0,4.0,3058.7331002778583,2718.8738669136515,4.54,2105.067918422686,1871.1714830423878
75,New Jersey,NJ,Jersey City,1/1/2019,6686,489001.0,3.39,3122.4846876119145,2775.5419445439243,3.94,2085.914136169732,1854.1458988175398
75,New Jersey,NJ,Jersey City,1/1/2020,357,514131.5,2.61,3109.3735327861614,2763.88758469881,3.11,1978.3973487572805,1758.5754211175827
75,New Jersey,NJ,Jersey City,1/1/2021,448,569324.0,2.27,3361.3729579426235,2987.887073726776,2.96,2149.2255583168826,1910.4227185038958
